Company Name,Industry,Symbol,Series,ISIN Code,Exchange
LEAP India Limited,,LEAPIND,EQ,INE00GO01025,NSE
Le Merite Exports Limited,,LEMERITE,EQ,INE0G1L01025,NSE
Lemon Tree Hotels Limited,Consumer Services,LEMONTREE,EQ,INE970X01018,NSE
Lenskart Solutions Limited,Consumer Services,LENSKART,EQ,INE956O01016,NSE
Lexus Granito (India) Limited,,LEXUS,EQ,INE500X01013,NSE
Lakshmi Finance & Industrial Corporation Limited,,LFIC,EQ,INE850E01012,NSE
LG Balakrishnan & Bros Limited,,LGBBROSLTD,EQ,INE337A01034,NSE
LG Electronics India Limited,Consumer Durables,LGEINDIA,EQ,INE324D01010,NSE
Laxmi Goldorna House Limited,,LGHL,EQ,INE258Y01016,NSE
Libas Consumer Products Limited,,LIBAS,EQ,INE908V01012,NSE
Liberty Shoes Limited,,LIBERTSHOE,EQ,INE557B01019,NSE
LIC Housing Finance Limited,Financial Services,LICHSGFIN,EQ,INE115A01026,NSE
Life Insurance Corporation Of India,Financial Services,LICI,EQ,INE0J1Y01017,NSE
Likhitha Infrastructure Limited,,LIKHITHA,EQ,INE060901027,NSE
Linc Limited,,LINC,EQ,INE802B01027,NSE
Lincoln Pharmaceuticals Limited,,LINCOLN,EQ,INE405C01035,NSE
Linde India Limited,Chemicals,LINDEINDIA,EQ,INE473A01011,NSE
LLOYDS ENGINEERING WORKS LIMITED,,LLOYDSENGG,EQ,INE093R01011,NSE
Lloyds Enterprises Limited,,LLOYDSENT,EQ,INE080I01025,NSE
Lloyds Metals And Energy Limited,Metals & Mining,LLOYDSME,EQ,INE281B01032,NSE
LMW Limited,,LMW,EQ,INE269B01029,NSE
Lodha Developers Limited,Realty,LODHA,EQ,INE670K01029,NSE
Lords Chloro Alkali Limited,,LORDSCHLO,EQ,INE846D01012,NSE
Lotus Eye Hospital and Institute Limited,,LOTUSEYE,EQ,INE947I01017,NSE
Lovable Lingerie Limited,,LOVABLE,EQ,INE597L01014,NSE
Loyal Textile Mills Limited,,LOYALTEX,EQ,INE970D01010,NSE
Landmark Property Development Company Limited,,LPDC,EQ,INE197J01017,NSE
Larsen & Toubro Limited,Construction,LT,EQ,INE018A01030,NSE
L&T Finance Limited,Financial Services,LTF,EQ,INE498L01015,NSE
LT Foods Limited,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020,NSE
LTM Limited,Information Technology,LTM,EQ,INE214T01019,NSE
L&T Technology Services Limited,Information Technology,LTTS,EQ,INE010V01017,NSE
Lumax Industries Limited,,LUMAXIND,EQ,INE162B01018,NSE
Lumax Auto Technologies Limited,,LUMAXTECH,EQ,INE872H01027,NSE
Lupin Limited,Healthcare,LUPIN,EQ,INE326A01037,NSE
Lux Industries Limited,,LUXIND,EQ,INE150G01020,NSE
Laxmi Organic Industries Limited,,LXCHEM,EQ,INE576O01020,NSE
Mahindra & Mahindra Limited,Automobile and Auto Components,M&M,EQ,INE101A01026,NSE
Mahindra & Mahindra Financial Services Limited,Financial Services,M&MFIN,EQ,INE774D01024,NSE
Maan Aluminium Limited,,MAANALU,EQ,INE215I01027,NSE
Macpower CNC Machines Limited,,MACPOWER,EQ,INE155Z01011,NSE
Madhav Marbles and Granites Limited,,MADHAV,EQ,INE925C01016,NSE
Madhav Infra Projects Limited,,MADHAVIPL,EQ,INE631R01026,NSE
Madras Fertilizers Limited,,MADRASFERT,EQ,INE414A01015,NSE
Mafatlal Industries Limited,,MAFATIND,EQ,INE270B01035,NSE
Magadh Sugar & Energy Limited,,MAGADSUGAR,EQ,INE347W01011,NSE
Magnum Ventures Limited,,MAGNUM,EQ,INE387I01016,NSE
Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,NSE
Maha Rashtra Apex Corporation Limited,,MAHAPEXLTD,EQ,INE843B01013,NSE
Mahindra EPC Irrigation Limited,,MAHEPC,EQ,INE215D01010,NSE
Mahindra Lifespace Developers Limited,,MAHLIFE,EQ,INE813A01018,NSE
Mahindra Logistics Limited,,MAHLOG,EQ,INE766P01016,NSE
Maharashtra Scooters Limited,,MAHSCOOTER,EQ,INE288A01013,NSE
Maharashtra Seamless Limited,,MAHSEAMLES,EQ,INE271B01025,NSE
Maithan Alloys Limited,,MAITHANALL,EQ,INE683C01011,NSE
Mallcom (India) Limited,,MALLCOM,EQ,INE389C01015,NSE
Malu Paper Mills Limited,,MALUPAPER,EQ,INE383H01017,NSE
Mamata Machinery Limited,,MAMATA,EQ,INE0TO701015,NSE
Manaksia Aluminium Company Limited,,MANAKALUCO,EQ,INE859Q01017,NSE
Manaksia Coated Metals & Industries Limited,,MANAKCOAT,EQ,INE830Q01018,NSE
Manaksia Limited,,MANAKSIA,EQ,INE015D01022,NSE
Manaksia Steels Limited,,MANAKSTEEL,EQ,INE824Q01011,NSE
Manali Petrochemicals Limited,,MANALIPETC,EQ,INE201A01024,NSE
Manappuram Finance Limited,Financial Services,MANAPPURAM,EQ,INE522D01027,NSE
Manba Finance Limited,,MANBA,EQ,INE939X01013,NSE
Mangal Credit and Fincorp Limited,,MANCREDIT,EQ,INE545L01039,NSE
Mangalam Drugs And Organics Limited,,MANGALAM,EQ,INE584F01014,NSE
Mangalam Cement Limited,,MANGLMCEM,EQ,INE347A01017,NSE
Man Industries (India) Limited,,MANINDS,EQ,INE993A01026,NSE
Man Infraconstruction Limited,,MANINFRA,EQ,INE949H01023,NSE
Manipal Health Enterprises Limited,,MANIPALHOS,EQ,INE459N01021,NSE
Mankind Pharma Limited,Healthcare,MANKIND,EQ,INE634S01028,NSE
Manomay Tex India Limited,,MANOMAY,EQ,INE784W01015,NSE
Manorama Industries Limited,,MANORAMA,EQ,INE00VM01036,NSE
Mangalam Organics Limited,,MANORG,EQ,INE370D01013,NSE
Vedant Fashions Limited,,MANYAVAR,EQ,INE825V01034,NSE
C.E. Info Systems Limited,Information Technology,MAPMYINDIA,EQ,INE0BV301023,NSE
Marathon Nextgen Realty Limited,,MARATHON,EQ,INE182D01020,NSE
Marico Limited,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,NSE
Marine Electricals (India) Limited,,MARINE,EQ,INE01JE01028,NSE
Markolines Pavement Technologies Limited,,MARKOLINES,EQ,INE0FW001016,NSE
Marksans Pharma Limited,,MARKSANS,EQ,INE750C01026,NSE
Marsons Limited,,MARSONS,EQ,INE415B01044,NSE
Maruti Suzuki India Limited,Automobile and Auto Components,MARUTI,EQ,INE585B01010,NSE
MAS Financial Services Limited,,MASFIN,EQ,INE348L01012,NSE
Mask Investments Limited,,MASKINVEST,EQ,INE885F01015,NSE
Mastek Limited,,MASTEK,EQ,INE759A01021,NSE
Master Trust Limited,,MASTERTR,EQ,INE677D01037,NSE
Matrimony.Com Limited,,MATRIMONY,EQ,INE866R01028,NSE
Mawana Sugars Limited,,MAWANASUG,EQ,INE636A01039,NSE
Max Estates Limited,,MAXESTATES,EQ,INE03EI01018,NSE
Max Healthcare Institute Limited,Healthcare,MAXHEALTH,EQ,INE027H01010,NSE
Max India Limited,,MAXIND,EQ,INE0CG601016,NSE
Mayur Uniquoters Ltd,,MAYURUNIQ,EQ,INE040D01038,NSE
Mazagon Dock Shipbuilders Limited,Capital Goods,MAZDOCK,EQ,INE249Z01020,NSE
Madhya Bharat Agro Products Limited,,MBAPL,EQ,INE900L01028,NSE
M & B Engineering Limited,,MBEL,EQ,INE08N601015,NSE
MBL Infrastructure Limited,,MBLINFRA,EQ,INE912H01013,NSE
Mac Charles India Limited,,MCCHRLS-B,EQ,INE435D01014,NSE
M TEK COPPER LIMITED,,MCL,EQ,INE813V01022,NSE
Mcleod Russel India Limited,,MCLEODRUSS,EQ,INE942G01012,NSE
Magellanic Cloud Limited,,MCLOUD,EQ,INE613C01026,NSE
Multi Commodity Exchange of India Limited,Financial Services,MCX,EQ,INE745G01043,NSE
Global Health Limited,Healthcare,MEDANTA,EQ,INE474Q01031,NSE
Medi Assist Healthcare Services Limited,,MEDIASSIST,EQ,INE456Z01021,NSE
Medicamen Biotech Limited,,MEDICAMEQ,EQ,INE646B01010,NSE
Medico Remedies Limited,,MEDICO,EQ,INE630Y01024,NSE
Medplus Health Services Limited,,MEDPLUS,EQ,INE804L01022,NSE
Meesho Limited,Consumer Services,MEESHO,EQ,INE0VDM01015,NSE
Megastar Foods Limited,,MEGASTAR,EQ,INE00EM01016,NSE
Mangal Electrical Industries Limited,,MEIL,EQ,INE0PKD01011,NSE
Menon Pistons Limited,,MENNPIS,EQ,INE650G01029,NSE
Mercantile Ventures Limited,,MERCANTILE,EQ,INE689O01013,NSE
Mercury Ev-Tech Limited,,MERCURYEV,EQ,INE763M01028,NSE
Metro Brands Limited,,METROBRAND,EQ,INE317I01021,NSE
Metroglobal Limited,,METROGLOBL,EQ,INE085D01033,NSE
Metropolis Healthcare Limited,,METROPOLIS,EQ,INE112L01020,NSE
Mahalaxmi Fabric Mills Limited,,MFML,EQ,INE0US801024,NSE
Max Financial Services Limited,Financial Services,MFSL,EQ,INE180A01020,NSE
Mahanagar Gas Limited,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,NSE
Mahalaxmi Rubtech Limited,,MHLXMIRU,EQ,INE112D01035,NSE
Mahindra Holidays & Resorts India Limited,,MHRIL,EQ,INE998I01010,NSE
Mishra Dhatu Nigam Limited,,MIDHANI,EQ,INE099Z01011,NSE
Midwest Limited,,MIDWESTLTD,EQ,INE0XAD01024,NSE
Minda Corporation Limited,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,NSE
Mindteck (India) Limited,,MINDTECK,EQ,INE110B01017,NSE
Mirza International Limited,,MIRZAINT,EQ,INE771A01026,NSE
Mittal Life Style Limited,,MITTAL,EQ,INE997Y01027,NSE
M K Proteins Limited,,MKPL,EQ,INE964W01021,NSE
MM Forgings Limited,,MMFL,EQ,INE227C01017,NSE
MMP Industries Limited,,MMP,EQ,INE511Y01018,NSE
MMTC Limited,Services,MMTC,EQ,INE123F01029,NSE
Media Matrix Worldwide Limited,,MMWL,EQ,INE200D01020,NSE
One Mobikwik Systems Limited,,MOBIKWIK,EQ,INE0HLU01028,NSE
Modi Rubber Limited,,MODIRUBBER,EQ,INE832A01018,NSE
Modis Navnirman Limited,,MODIS,EQ,INE0L0L01012,NSE
Modern Threads (India) Limited,,MODTHREAD,EQ,INE794W01014,NSE
Mohit Industries Limited,,MOHITIND,EQ,INE954E01012,NSE
MOIL Limited,,MOIL,EQ,INE490G01020,NSE
Moksh Ornaments Limited,,MOKSH,EQ,INE514Y01020,NSE
Meghmani Organics Limited,,MOL,EQ,INE0CT101020,NSE
Mold-Tek Packaging Limited,,MOLDTKPAC,EQ,INE893J01029,NSE
Monarch Networth Capital Limited,,MONARCH,EQ,INE903D01011,NSE
Moneyboxx Finance Limited,,MONEYBOXX,EQ,INE296Q01012,NSE
Monte Carlo Fashions Limited,,MONTECARLO,EQ,INE950M01013,NSE
Morepen Laboratories Limited,,MOREPENLAB,EQ,INE083A01026,NSE
Moschip Technologies Limited,,MOSCHIP,EQ,INE935B01025,NSE
Samvardhana Motherson International Limited,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,NSE
Motilal Oswal Financial Services Limited,Financial Services,MOTILALOFS,EQ,INE338I01027,NSE
Motisons Jewellers Limited,,MOTISONS,EQ,INE0FRK01020,NSE
MphasiS Limited,Information Technology,MPHASIS,EQ,INE356A01018,NSE
MPS Limited,,MPSLTD,EQ,INE943D01017,NSE
MRF Limited,Automobile and Auto Components,MRF,EQ,INE883A01011,NSE
Mangalore Refinery and Petrochemicals Limited,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,NSE
MSP Steel & Power Limited,,MSPL,EQ,INE752G01015,NSE
Mstc Limited,,MSTCLTD,EQ,INE255X01014,NSE
Motherson Sumi Wiring India Limited,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,NSE
Mahanagar Telephone Nigam Limited,,MTNL,EQ,INE153A01019,NSE
Mufin Green Finance Limited,,MUFIN,EQ,INE08KJ01020,NSE
Credo Brands Marketing Limited,,MUFTI,EQ,INE220Q01020,NSE
Mukand Limited,,MUKANDLTD,EQ,INE304A01026,NSE
Mukka Proteins Limited,,MUKKA,EQ,INE0CG401037,NSE
Munjal Auto Industries Limited,,MUNJALAU,EQ,INE672B01032,NSE
Munjal Showa Limited,,MUNJALSHOW,EQ,INE577A01027,NSE
Murudeshwar Ceramics Limited,,MURUDCERA,EQ,INE692B01014,NSE
Muthoot Capital Services Limited,,MUTHOOTCAP,EQ,INE296G01013,NSE
Muthoot Finance Limited,Financial Services,MUTHOOTFIN,EQ,INE414G01012,NSE
Muthoot Microfin Limited,,MUTHOOTMF,EQ,INE046W01019,NSE
MV Electrosystems Limited,,MVELECTRO,EQ,INE0OWZ01020,NSE
Manoj Vaibhav Gems N Jewellers Limited,,MVGJL,EQ,INE0KNT01012,NSE
Mangalam Worldwide Limited,,MWL,EQ,INE0JYY01029,NSE
NACL Industries Limited,,NACLIND,EQ,INE295D01020,NSE
Nagreeka Capital & Infrastructure Limited,,NAGREEKCAP,EQ,INE245I01016,NSE
Nagreeka Exports Limited,,NAGREEKEXP,EQ,INE123B01028,NSE
Nahar Capital and Financial Services Limited,,NAHARCAP,EQ,INE049I01012,NSE
Nahar Industrial Enterprises Limited,,NAHARINDUS,EQ,INE289A01011,NSE
Nahar Poly Films Limited,,NAHARPOLY,EQ,INE308A01027,NSE
Nahar Spinning Mills Limited,,NAHARSPING,EQ,INE290A01027,NSE
Nippon Life India Asset Management Limited,Financial Services,NAM-INDIA,EQ,INE298J01013,NSE
Narmada Agrobase Limited,,NARMADA,EQ,INE117Z01029,NSE
Natural Capsules Limited,,NATCAPSUQ,EQ,INE936B01015,NSE
Natco Pharma Limited,Healthcare,NATCOPHARM,EQ,INE987B01026,NSE
Nath Bio-Genes (India) Limited,,NATHBIOGEN,EQ,INE448G01010,NSE
National Aluminium Company Limited,Metals & Mining,NATIONALUM,EQ,INE139A01034,NSE
National Standard (India) Limited,,NATIONSTD,EQ,INE166R01015,NSE
Info Edge (India) Limited,Consumer Services,NAUKRI,EQ,INE663F01032,NSE
NAVA LIMITED,Power,NAVA,EQ,INE725A01030,NSE
Navin Fluorine International Limited,Chemicals,NAVINFLUOR,EQ,INE048G01026,NSE
Navkar Corporation Limited,,NAVKARCORP,EQ,INE278M01019,NSE
Navneet Education Limited,,NAVNETEDUL,EQ,INE060A01024,NSE
Nazara Technologies Limited,,NAZARA,EQ,INE418L01047,NSE
NBCC (India) Limited,Construction,NBCC,EQ,INE095N01031,NSE
N. B. I. Industrial Finance Company Limited,,NBIFIN,EQ,INE365I01020,NSE
NCC Limited,Construction,NCC,EQ,INE868B01028,NSE
NCL Industries Limited,,NCLIND,EQ,INE732C01016,NSE
Naga Dhunseri Group Limited,,NDGL,EQ,INE756C01015,NSE
Nandan Denim Limited,,NDL,EQ,INE875G01048,NSE
NDL Ventures Limited,,NDLVENTURE,EQ,INE353A01023,NSE
Ndr Auto Components Limited,,NDRAUTO,EQ,INE07OG01012,NSE
New Delhi Television Limited,,NDTV,EQ,INE155G01029,NSE
Neelamalai Agro Industries Limited,,NEAGI,EQ,INE605D01012,NSE
Nelcast Limited,,NELCAST,EQ,INE189I01024,NSE
NELCO Limited,,NELCO,EQ,INE045B01015,NSE
Neogen Chemicals Limited,,NEOGEN,EQ,INE136S01016,NSE
Nephrocare Health Services Limited,,NEPHROPLUS,EQ,INE428V01029,NSE
Nesco Limited,,NESCO,EQ,INE317F01035,NSE
Nestle India Limited,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024,NSE
Netweb Technologies India Limited,Information Technology,NETWEB,EQ,INE0NT901020,NSE
Network18 Media & Investments Limited,,NETWORK18,EQ,INE870H01013,NSE
Neuland Laboratories Limited,Healthcare,NEULANDLAB,EQ,INE794A01010,NSE
Newgen Software Technologies Limited,Information Technology,NEWGEN,EQ,INE619B01017,NSE
Next Mediaworks Limited,,NEXTMEDIA,EQ,INE747B01016,NSE
National Fertilizers Limited,,NFL,EQ,INE870D01012,NSE
NGL Fine-Chem Limited,,NGLFINE,EQ,INE887E01022,NSE
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,NSE
NHPC Limited,Power,NHPC,EQ,INE848E01016,NSE
The New India Assurance Company Limited,Financial Services,NIACL,EQ,INE470Y01017,NSE
NIBE Limited,,NIBE,EQ,INE149O01018,NSE
NRB Industrial Bearings Limited,,NIBL,EQ,INE047O01014,NSE
NIIT Limited,,NIITLTD,EQ,INE161A01038,NSE
NIIT Learning Systems Limited,,NIITMTS,EQ,INE342G01023,NSE
Nila Infrastructures Limited,,NILAINFRA,EQ,INE937C01029,NSE
Nila Spaces Limited,,NILASPACES,EQ,INE00S901012,NSE
Nile Limited,,NILE,EQ,INE445D01013,NSE
Nilkamal Limited,,NILKAMAL,EQ,INE310A01015,NSE
Nimbus Projects Limited,,NIMBSPROJ,EQ,INE875B01015,NSE
NINtec Systems Limited,,NINSYS,EQ,INE395U01014,NSE
Indo-National Limited,,NIPPOBATRY,EQ,INE567A01028,NSE
Niraj Ispat Industries Limited,,NIRAJISPAT,EQ,INE326T01011,NSE
Nirlon Limited,,NIRLON,EQ,INE910A01012,NSE
Nitco Limited,,NITCO,EQ,INE858F01012,NSE
Nitin Spinners Limited,,NITINSPIN,EQ,INE229H01012,NSE
Nitiraj Engineers Limited,,NITIRAJ,EQ,INE439T01012,NSE
Nitta Gelatin India Limited,,NITTAGELA,EQ,INE265B01019,NSE
Niva Bupa Health Insurance Company Limited,Financial Services,NIVABUPA,EQ,INE995S01015,NSE
NK Industries Limited,,NKIND,EQ,INE542C01019,NSE
NLC India Limited,Power,NLCINDIA,EQ,INE589A01014,NSE
NMDC Limited,Metals & Mining,NMDC,EQ,INE584A01023,NSE
NOCIL Limited,,NOCIL,EQ,INE163A01018,NSE
Norben Tea & Exports Limited,,NORBTEAEXP,EQ,INE369C01017,NSE
Northern Arc Capital Limited,,NORTHARC,EQ,INE850M01015,NSE
Novartis India Limited,,NOVARTIND,EQ,INE234A01025,NSE
Network People Services Technologies Limited,,NPST,EQ,INE0FFK01017,NSE
N R Agarwal Industries Limited,,NRAIL,EQ,INE740D01017,NSE
NRB Bearing Limited,,NRBBEARING,EQ,INE349A01021,NSE
Nalwa Sons Investments Limited,,NSIL,EQ,INE023A01030,NSE
NMDC Steel Limited,Metals & Mining,NSLNISP,EQ,INE0NNS01018,NSE
NTPC Limited,Power,NTPC,EQ,INE733E01010,NSE
NTPC Green Energy Limited,Power,NTPCGREEN,EQ,INE0ONG01011,NSE
Nucleus Software Exports Limited,,NUCLEUS,EQ,INE096B01018,NSE
Nuvama Wealth Management Limited,Financial Services,NUVAMA,EQ,INE531F01023,NSE
Nuvoco Vistas Corporation Limited,Construction Materials,NUVOCO,EQ,INE118D01016,NSE
FSN E-Commerce Ventures Limited,Consumer Services,NYKAA,EQ,INE388Y01029,NSE
Oriental Aromatics Limited,,OAL,EQ,INE959C01023,NSE
OBCL Limited,,OBCL,EQ,INE426Z01016,NSE
Oberoi Realty Limited,Realty,OBEROIRLTY,EQ,INE093I01010,NSE
Odigma Consultancy Solutions Limited,,ODIGMA,EQ,INE054301028,NSE
Oracle Financial Services Software Limited,Information Technology,OFSS,EQ,INE881D01027,NSE
Oil India Limited,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,NSE
Ola Electric Mobility Limited,Automobile and Auto Components,OLAELEC,EQ,INE0LXG01040,NSE
Olectra Greentech Limited,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,NSE
Omax Autos Limited,,OMAXAUTO,EQ,INE090B01011,NSE
Omaxe Limited,,OMAXE,EQ,INE800H01010,NSE
OM INFRA LIMITED,,OMINFRAL,EQ,INE239D01028,NSE
Omnitech Engineering Limited,,OMNI,EQ,INE0UH301010,NSE
Om Power Transmission Limited,,OMPOWER,EQ,INE25E901019,NSE
One Point One Solutions Limited,,ONEPOINT,EQ,INE840Y01029,NSE
Onesource Specialty Pharma Limited,Healthcare,ONESOURCE,EQ,INE013P01021,NSE
Oil & Natural Gas Corporation Limited,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,NSE
Onida Electronics Limited,,ONIDA,EQ,INE831A01028,NSE
Onward Technologies Limited,,ONWARDTEC,EQ,INE229A01017,NSE
Optiemus Infracom Limited,,OPTIEMUS,EQ,INE350C01017,NSE
Orchasp Limited,,ORCHASP,EQ,INE215B01022,NSE
Orchid Pharma Limited,,ORCHPHARMA,EQ,INE191A01027,NSE
Oricon Enterprises Limited,,ORICONENT,EQ,INE730A01022,NSE
Oriental Trimex Limited,,ORIENTALTL,EQ,INE998H01012,NSE
Orient Bell Limited,,ORIENTBELL,EQ,INE607D01018,NSE
Orient Cement Limited,,ORIENTCEM,EQ,INE876N01018,NSE
ORIENT CERATECH LIMITED,,ORIENTCER,EQ,INE569C01020,NSE
Orient Electric Limited,,ORIENTELEC,EQ,INE142Z01019,NSE
Oriental Hotels Limited,,ORIENTHOT,EQ,INE750A01020,NSE
Orient Paper & Industries Limited,,ORIENTPPR,EQ,INE592A01026,NSE
Orient Technologies Limited,,ORIENTTECH,EQ,INE0PPK01015,NSE
The Orissa Minerals Development Company Limited,,ORISSAMINE,EQ,INE725E01024,NSE
Orkla India Limited,,ORKLAINDIA,EQ,INE16NZ01023,NSE
ORTIN GLOBAL LIMITED,,ORTINGLOBE,EQ,INE749B01020,NSE
Oswal Agro Mills Limited,,OSWALAGRO,EQ,INE142A01012,NSE
Oswal Greentech Limited,,OSWALGREEN,EQ,INE143A01010,NSE
Oswal Pumps Limited,,OSWALPUMPS,EQ,INE0BYP01024,NSE
ShreeOswal Seeds And Chemicals Limited,,OSWALSEEDS,EQ,INE00IK01029,NSE
Pace Digitek Limited,,PACEDIGITK,EQ,INE0S3G01027,NSE
Page Industries Limited,Textiles,PAGEIND,EQ,INE761H01022,NSE
Paisalo Digital Limited,,PAISALO,EQ,INE420C01059,NSE
PAKKA LIMITED,,PAKKA,EQ,INE551D01018,NSE
Palash Securities Limited,,PALASHSECU,EQ,INE471W01019,NSE
Panacea Biotec Limited,,PANACEABIO,EQ,INE922B01023,NSE
Panama Petrochem Limited,,PANAMAPET,EQ,INE305C01029,NSE
Pansari Developers Limited,,PANSARI,EQ,INE697V01011,NSE
Par Drugs And Chemicals Limited,,PAR,EQ,INE04LG01015,NSE
Paramount Communications Limited,,PARACABLES,EQ,INE074B01023,NSE
Paradeep Phosphates Limited,Chemicals,PARADEEP,EQ,INE088F01024,NSE
Parag Milk Foods Limited,,PARAGMILK,EQ,INE883N01014,NSE
Paras Defence and Space Technologies Limited,,PARAS,EQ,INE045601023,NSE
Paras Petrofils Limited,,PARASPETRO,EQ,INE162C01024,NSE
Park Medi World Limited,,PARKHOSPS,EQ,INE119201023,NSE
Apeejay Surrendra Park Hotels Limited,,PARKHOTELS,EQ,INE988S01028,NSE
Pashupati Cotspin Limited,,PASHUPATI,EQ,INE124Y01028,NSE
Patanjali Foods Limited,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,NSE
Patel Engineering Limited,,PATELENG,EQ,INE244B01030,NSE
Patel Retail Limited,,PATELRMART,EQ,INE0R8B01010,NSE
Paushak Limited,,PAUSHAKLTD,EQ,INE111F01024,NSE
Pavna Industries Limited,,PAVNAIND,EQ,INE07S101038,NSE
One 97 Communications Limited,Financial Services,PAYTM,EQ,INE982J01020,NSE
PCBL Chemical Limited,Chemicals,PCBL,EQ,INE602A01031,NSE
PC Jeweller Limited,,PCJEWELLER,EQ,INE785M01021,NSE
Pudumjee Paper Products Limited,,PDMJEPAPER,EQ,INE865T01018,NSE
PDS Limited,,PDSL,EQ,INE111Q01021,NSE
Pearl Polymers Limited,,PEARLPOLY,EQ,INE844A01013,NSE
Pennar Industries Limited,,PENIND,EQ,INE932A01024,NSE
Persistent Systems Limited,Information Technology,PERSISTENT,EQ,INE262H01021,NSE
Petronet LNG Limited,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,NSE
Power Finance Corporation Limited,Financial Services,PFC,EQ,INE134E01011,NSE
Pfizer Limited,Healthcare,PFIZER,EQ,INE182A01018,NSE
Prime Focus Limited,,PFOCUS,EQ,INE367G01038,NSE
PTC India Financial Services Limited,,PFS,EQ,INE560K01014,NSE
PG Electroplast Limited,Consumer Durables,PGEL,EQ,INE457L01029,NSE
Procter & Gamble Hygiene and Health Care Limited,,PGHH,EQ,INE179A01014,NSE
Procter & Gamble Health Limited,,PGHL,EQ,INE199A01012,NSE
Pearl Global Industries Limited,,PGIL,EQ,INE940H01022,NSE
The Phoenix Mills Limited,Realty,PHOENIXLTD,EQ,INE211B01039,NSE
Piccadily Agro Industries Limited,,PICCADIL,EQ,INE546C01010,NSE
Pidilite Industries Limited,Chemicals,PIDILITIND,EQ,INE318A01026,NSE
Power & Instrumentation (Gujarat) Limited,,PIGL,EQ,INE557Z01018,NSE
PI Industries Limited,Chemicals,PIIND,EQ,INE603J01030,NSE
Pilani Investment and Industries Corporation Limited,,PILANIINVS,EQ,INE417C01014,NSE
PIL ITALICA LIFESTYLE LIMITED,,PILITA,EQ,INE600A01035,NSE
Pine Labs Limited,Financial Services,PINELABS,EQ,INE15B701018,NSE
Pioneer Embroideries Limited,,PIONEEREMB,EQ,INE156C01018,NSE
Piramal Finance Limited,Financial Services,PIRAMALFIN,EQ,INE202B01038,NSE
Pitti Engineering Limited,,PITTIENG,EQ,INE450D01021,NSE
Pix Transmissions Limited,,PIXTRANS,EQ,INE751B01018,NSE
The Peria Karamalai Tea & Produce Company Limited,,PKTEA,EQ,INE431F01018,NSE
Plastiblends India Limited,,PLASTIBLEN,EQ,INE083C01022,NSE
Platinum Industries Limited,,PLATIND,EQ,INE0PT501018,NSE
Plaza Wires Limited,,PLAZACABLE,EQ,INE0INJ01017,NSE
Paul Merchants Limited,,PML,EQ,INE291E01019,NSE
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,NSE
PNB Gilts Limited,,PNBGILTS,EQ,INE859A01011,NSE
PNB Housing Finance Limited,Financial Services,PNBHOUSING,EQ,INE572E01012,NSE
Pritish Nandy Communications Limited,,PNC,EQ,INE392B01011,NSE
PNC Infratech Limited,,PNCINFRA,EQ,INE195J01029,NSE
P N Gadgil Jewellers Limited,,PNGJL,EQ,INE953R01016,NSE
PNGS Reva Diamond Jewellery Limited,,PNGSREVA,EQ,INE1RDG01013,NSE
Pondy Oxides & Chemicals Limited,,POCL,EQ,INE063E01061,NSE
Poddar Pigments Limited,,PODDARMENT,EQ,INE371C01013,NSE
Pokarna Limited,,POKARNA,EQ,INE637C01025,NSE
PB Fintech Limited,Financial Services,POLICYBZR,EQ,INE417T01026,NSE
Polycab India Limited,Capital Goods,POLYCAB,EQ,INE455K01017,NSE
Poly Medicure Limited,Healthcare,POLYMED,EQ,INE205C01021,NSE
Polyplex Corporation Limited,,POLYPLEX,EQ,INE633B01018,NSE
Ponni Sugars (Erode) Limited,,PONNIERODE,EQ,INE838E01017,NSE
Poonawalla Fincorp Limited,Financial Services,POONAWALLA,EQ,INE511C01022,NSE
Power Grid Corporation of India Limited,Power,POWERGRID,EQ,INE752E01010,NSE
Powerica Limited,,POWERICA,EQ,INE921L01032,NSE
Hitachi Energy India Limited,Capital Goods,POWERINDIA,EQ,INE07Y701011,NSE
Power Mech Projects Limited,,POWERMECH,EQ,INE211R01019,NSE
Piramal Pharma Limited,Healthcare,PPLPHARMA,EQ,INE0DK501011,NSE
Prabha Energy Limited,,PRABHA,EQ,INE0I0M01023,NSE
Prajay Engineers Syndicate Limited,,PRAENG,EQ,INE505C01016,NSE
Praj Industries Limited,,PRAJIND,EQ,INE074A01025,NSE
